"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significance"
"224822_at",-2.70771171172882,0.22175660057643,-19.3277648099728,2.78001376882193e-43,2.09627881308262e-40,87.9400628374141,"Down"
"213900_at",-2.78024286903187,0.16089143111859,-19.3265820919137,2.79887248934671e-43,2.09627881308262e-40,87.9333565772902,"Down"
"204894_s_at",-2.52299282532072,0.23558882471725,-19.3221902804335,2.87003170359297e-43,2.11157965257763e-40,87.9084525505163,"Down"
"228339_at",-1.92038097418037,0.144175053940048,-19.3205819598573,2.89654273330265e-43,2.11157965257763e-40,87.8993318697072,"Down"
"227480_at",-3.62086040795506,0.364878508915763,-19.3162270970586,2.96956733466117e-43,2.13633018450789e-40,87.8746341027642,"Down"
"227780_s_at",-1.92549865086375,0.14032184637011,-19.250203825411,4.33265865734961e-43,3.07646898818948e-40,87.4999053078795,"Down"
"221747_at",-2.15188294103088,0.152334443577252,-19.2435501286769,4.5009182757497e-43,3.15497059905916e-40,87.4621106616012,"Down"
"212097_at",-2.53575007973742,0.204517463097551,-19.1857852826485,6.26688551802219e-43,4.33724007212485e-40,87.1337598957314,"Down"
"206068_s_at",-2.85077573109536,0.18962765410729,-19.1638780857536,7.10583718847511e-43,4.85639560349846e-40,87.0091247811807,"Down"
"1553243_at",-1.75008084291734,0.0714903529297748,-19.1341219814146,8.4288540385187e-43,5.68947647600012e-40,86.8397397278141,"Down"
"218723_s_at",-2.42954006768068,0.175379798607372,-19.1258807794729,8.83719031204292e-43,5.89235829647496e-40,86.7928076428965,"Down"
"205866_at",-4.44997062301213,0.456931712294009,-19.1183492049393,9.2277091761893e-43,6.07861444829096e-40,86.7499093665282,"Down"
"229308_at",-3.26884461359062,0.224196173259615,-19.1028867234004,1.00845940424263e-42,6.56399022940066e-40,86.66181620386,"Down"
"235666_at",-2.83642425030802,0.244069151017957,-19.0949852993223,1.05528561835458e-42,6.78796955100433e-40,86.6167885823416,"Down"
"1560359_at",-2.33977098897647,0.13169828566905,-19.0892785676038,1.09045713624734e-42,6.93264464236316e-40,86.584262969301,"Down"
"236262_at",-2.30073077162095,0.171911118048036,-19.0741989929078,1.18916244139665e-42,7.47327086015654e-40,86.4982972216695,"Down"
"201291_s_at",4.4319726511221,-0.236062051426405,19.0533510659779,1.34056872500694e-42,8.26957174890733e-40,86.3794007343695,"Up"
"219091_s_at",-1.92315492039498,0.122559361470579,-19.0526321774897,1.34612141866073e-42,8.26957174890733e-40,86.375299925517,"Down"
"236383_at",-2.55381010233818,0.175884514543557,-19.0359018256825,1.48207321369242e-42,9.00359477318143e-40,86.2798456426762,"Down"
"223816_at",-2.57552399308199,0.214694539118836,-19.0310025843644,1.52443430993565e-42,9.15916987865183e-40,86.2518866703256,"Down"
"212111_at",-1.05746266346455,0.0610696536981427,-19.0279645192178,1.55131111689956e-42,9.21934079526996e-40,86.2345475572664,"Down"
"227983_at",-1.24548668977709,0.0889945746585306,-18.9893332465518,1.93756533180931e-42,1.13910090878144e-39,86.0139680765699,"Down"
"219452_at",-1.93015829946807,0.148284878442636,-18.9806366890499,2.03706057198506e-42,1.1848541146094e-39,85.9642864079084,"Down"
"227779_at",-1.67699799946051,0.113349698315294,-18.97664458847,2.08443508014055e-42,1.19964724217563e-39,85.9414772145897,"Down"
"213974_at",-2.57580378846131,0.129041882723208,-18.9660148929088,2.21604123824326e-42,1.26210473646823e-39,85.8807339701032,"Down"
"228042_at",-1.2431603733941,0.0846068956506821,-18.9617351026824,2.27135556608326e-42,1.28027181005775e-39,85.8562732255169,"Down"
"225765_at",1.86021491029928,-0.124812431086169,18.9539017870024,2.37621215756964e-42,1.32570816035837e-39,85.8114967722072,"Up"
"204642_at",-1.92463681541376,0.124446303749466,-18.9502936107293,2.42613229972967e-42,1.33988670189616e-39,85.7908693238334,"Down"
"236936_at",-2.81173734588914,0.188381188867727,-18.9358548363395,2.63665675115518e-42,1.4415920786941e-39,85.7083087401344,"Down"
"204396_s_at",-1.97276034098305,0.129737922755054,-18.9289572484058,2.74360502855131e-42,1.48521391025785e-39,85.6688594030615,"Down"
"229641_at",-2.71324477951245,0.139902299276709,-18.9068051489659,3.11742440146297e-42,1.67103116813714e-39,85.5421253142466,"Down"
"235570_at",-2.20265958372026,0.164237153623439,-18.8886382456303,3.46186093044534e-42,1.83764316866116e-39,85.4381457107697,"Down"
"230250_at",-3.1078043556294,0.292487517037681,-18.8803718042583,3.63099241680073e-42,1.90888952296712e-39,85.390818661462,"Down"
"218726_at",2.53689491563502,-0.169657422078978,18.8674278798454,3.91264156399638e-42,2.0373683572524e-39,85.3166951651148,"Up"
"209763_at",-3.2966351617939,0.271244790939061,-18.8270264453894,4.94077704241671e-42,2.54846212069937e-39,85.08520335888,"Down"
"235108_at",-2.47177070821095,0.146072407801405,-18.8242022009241,5.02205600501275e-42,2.56617674835582e-39,85.0690135188331,"Down"
"222717_at",-3.29578906343757,0.294217723629561,-18.8214751586132,5.10181086451115e-42,2.58279175015877e-39,85.0533799548998,"Down"
"209267_s_at",-2.54881853473974,0.241728146927063,-18.7787498030799,6.53105571922179e-42,3.27601349952708e-39,84.8083251487092,"Down"
"206102_at",3.33506227713123,-0.183467703315459,18.7644067582893,7.09597429341181e-42,3.52702176811174e-39,84.72600920155,"Up"
"210052_s_at",3.47964607155386,-0.209025135399203,18.7474464385742,7.82760603736253e-42,3.85562486570087e-39,84.6286399470309,"Up"
"203799_at",-2.10428026152943,0.171160416301816,-18.7408446100016,8.13245604390024e-42,3.97001816250219e-39,84.5907292959319,"Down"
"AFFX-HUMGAPDH/M33197_3_at",1.20100879262571,-0.0811883953281969,18.7050041885991,1.00078617609294e-41,4.84229948476828e-39,84.3848244569482,"Up"
"1556579_s_at",-2.95920871776011,0.125288922297625,-18.6987828097731,1.0375083061062e-41,4.97594444178566e-39,84.3490663473074,"Down"
"220170_at",-2.44553821765438,0.147944335740467,-18.6893297692179,1.09591075053976e-41,5.21034089441403e-39,84.2947248232283,"Down"
"228568_at",-2.69909604321249,0.162929639955334,-18.6717345816995,1.21354707998798e-41,5.68572923420755e-39,84.1935484706034,"Down"
"205700_at",-3.36346849036512,0.289723127610289,-18.6712870062305,1.21669925999503e-41,5.68572923420755e-39,84.1909743161171,"Down"
"202705_at",3.17252470141348,-0.174061748172707,18.6668105525644,1.24868162427613e-41,5.78573455994045e-39,84.1652274055463,"Up"
"203980_at",-4.65299906211574,0.464836983389094,-18.6581319248651,1.31311030526236e-41,6.03313495295961e-39,84.1153041712338,"Down"
"206170_at",-2.69384720331775,0.178689222718195,-18.6469779977777,1.40083931603025e-41,6.38257413366283e-39,84.0511284431069,"Down"
"213453_x_at",1.39495922116165,-0.0924652514764135,18.6087733738085,1.7484042041738e-41,7.84674333316511e-39,83.8311976736439,"Up"
"222885_at",-2.48636689988284,0.187672557781558,-18.6085279211173,1.75089654622065e-41,7.84674333316511e-39,83.8297841127391,"Down"
"228766_at",-3.70621640180396,0.323440216418598,-18.6008134739051,1.8310733004956e-41,8.13934412232496e-39,83.785352909299,"Down"
"227947_at",-1.49032788393845,0.104695307145669,-18.5785688901364,2.08349917927358e-41,9.18671916345026e-39,83.6571951295183,"Down"
"228434_at",-3.57074717243653,0.231336212762122,-18.5677797306574,2.21822922567093e-41,9.70253463308466e-39,83.5950138452354,"Down"
"230360_at",-3.31145046381428,0.294048712372041,-18.5456617539206,2.52239230157065e-41,1.09453808800298e-38,83.4674968436261,"Down"
"243172_at",-2.16637857989729,0.116217683296105,-18.5387552475261,2.62569175271479e-41,1.13039131165103e-38,83.4276665199788,"Down"
"205326_at",-2.42765877984173,0.156386204476249,-18.5286075963968,2.78522028829917e-41,1.18970249424029e-38,83.3691337789924,"Down"
"221521_s_at",2.66453626963694,-0.164779292689103,18.5246365476681,2.85026445445011e-41,1.20804813214775e-38,83.346224942999,"Up"
"226950_at",-2.25802085474756,0.169389097949622,-18.5034704060856,3.22356587055285e-41,1.3557574151729e-38,83.2240859870387,"Down"
"219527_at",-1.35592570318743,0.0881672401211374,-18.5000379290914,3.28856820674584e-41,1.37253791376969e-38,83.2042738053278,"Down"
"225078_at",-2.59816812286826,0.197116584519354,-18.4742114038585,3.82175807490169e-41,1.57658305847302e-38,83.0551579206228,"Down"
"202615_at",-1.07615198377258,0.0429029486922255,-18.4736113751195,3.83512659857176e-41,1.57658305847302e-38,83.0516925455222,"Down"
"235183_at",-2.77216768867713,0.23978609058321,-18.4702865162343,3.91005882433684e-41,1.59539153895983e-38,83.0324895373386,"Down"
"222738_at",-2.30788315672108,0.121534826695842,-18.4638376595932,4.05961094097734e-41,1.64414243109582e-38,82.9952398001629,"Down"
"207828_s_at",3.12737692134593,-0.173057860474441,18.4569558471282,4.22554091244649e-41,1.69876065726479e-38,82.9554836873956,"Up"
"225913_at",-1.37461809018935,0.0786490569033531,-18.4352187842443,4.79569753032732e-41,1.91390337569815e-38,82.8298714606032,"Down"
"203865_s_at",-2.34152284160807,0.153644239385232,-18.4109213999018,5.52490376529688e-41,2.18378755082556e-38,82.6893963527281,"Down"
"1556364_at",-1.88237575555638,0.0758071577110454,-18.4100869660369,5.55183300529954e-41,2.18378755082556e-38,82.6845708159574,"Down"
"221520_s_at",2.02818258621312,-0.143783691663256,18.4046554362153,5.73037019900534e-41,2.23791421879012e-38,82.6531581899126,"Up"
"235568_at",-4.13265439877572,0.406862904322937,-18.3918378342648,6.17487095080081e-41,2.39440474634776e-38,82.579014970808,"Down"
"37512_at",-3.54862723683849,0.310805503765615,-18.38001317246,6.61556827527989e-41,2.54722672852766e-38,82.5105978466005,"Down"
"226625_at",-2.54440454915182,0.133927866142012,-18.3466342594116,8.03746602114686e-41,3.07306611682661e-38,82.3173777020628,"Down"
"225655_at",2.91978607966768,-0.140830313111111,18.3448603870146,8.12108657172034e-41,3.08347505770007e-38,82.3071055573094,"Up"
"202870_s_at",3.49605620826096,-0.191300695973414,18.3430187149614,8.20882704506686e-41,3.09529392199331e-38,82.2964403980399,"Up"
"212581_x_at",1.25857157767994,-0.0831594008919296,18.2827825636021,1.16686566352335e-40,4.36975206528352e-38,81.9473872260276,"Up"
"213541_s_at",-2.15418908081138,0.158830951990302,-18.2745101415551,1.22464892178043e-40,4.55494420396904e-38,81.8994166735461,"Down"
"213364_s_at",-1.54113207223812,0.0758469738276627,-18.2633479587586,1.30719530150167e-40,4.82911507497324e-38,81.8346758409942,"Down"
"222520_s_at",-2.46503510361052,0.182274197960429,-18.2335021724552,1.5563897078313e-40,5.71111458226017e-38,81.6614966275197,"Down"
"205935_at",-2.56898987017472,0.211092888677268,-18.2044539660498,1.84465360482711e-40,6.72376238959483e-38,81.4928431722713,"Down"
"206030_at",-2.08080850203926,0.102580092035873,-18.1936867410495,1.96462515184938e-40,7.11363444883211e-38,81.4303032534803,"Down"
"212636_at",-1.71951953427308,0.138597270921474,-18.1256636332697,2.92614969656709e-40,1.05254759644609e-37,81.0348815385233,"Down"
"202954_at",3.23977698185045,-0.187071945687336,18.122885035852,2.97419130937251e-40,1.06283601202576e-37,81.0187177218018,"Up"
"210096_at",-4.59969983647406,0.669225606049104,-18.1151094442894,3.11287859665941e-40,1.10174313152667e-37,80.9734802337447,"Down"
"210299_s_at",-3.75515646680673,0.234437062358892,-18.1145355235116,3.12336873135133e-40,1.10174313152667e-37,80.970140945076,"Down"
"241560_at",-3.31345743698576,0.325485000717579,-18.1058114727084,3.28726570439346e-40,1.15212341274175e-37,80.9193762994968,"Down"
"206208_at",-2.40518054409459,0.120874436012574,-18.0893115150445,3.6212162764878e-40,1.26108280201892e-37,80.8233395223504,"Down"
"219230_at",-4.8599697552179,0.493710676425748,-18.0858022728241,3.69652000497868e-40,1.27915969159626e-37,80.802910079153,"Down"
"202878_s_at",-1.96761237622774,0.166250325824252,-18.0700783715834,4.05370353594675e-40,1.387554523673e-37,80.7113537396824,"Down"
"220327_at",-2.53397404865401,0.180699909170858,-18.0697921665311,4.06051621010847e-40,1.387554523673e-37,80.7096869681829,"Down"
"201292_at",3.79560543373664,-0.196088090579265,18.0648194752336,4.18073438367328e-40,1.41976181631886e-37,80.6807259740695,"Up"
"225803_at",2.3862390616511,-0.132730559835182,18.0548115976187,4.4336179681748e-40,1.49304352233422e-37,80.6224311491566,"Up"
"229844_at",-1.5844622445446,0.0969781007403024,-18.0541395202728,4.4511402677728e-40,1.49304352233422e-37,80.6185159456533,"Down"
"202759_s_at",-2.14967871814248,0.149183592616494,-18.046852454648,4.6456474214826e-40,1.5487851998144e-37,80.5760615341453,"Down"
"202112_at",-2.04342192341998,0.1642806461988,-18.033614389918,5.02108252709979e-40,1.6638041646617e-37,80.4989205798566,"Down"
"218087_s_at",-2.830304241441,0.175227989939103,-18.0246787518708,5.29156600174851e-40,1.74286970569639e-37,80.4468390640832,"Down"
"226140_s_at",-1.51229902057017,0.0905804629418557,-18.0142374189918,5.62620902478386e-40,1.84199388281472e-37,80.3859696458998,"Down"
"204825_at",3.12720238703997,-0.153037194459032,17.9976439724638,6.20226588716978e-40,2.01850528202981e-37,80.289209055203,"Up"
"229584_at",-3.51644760583664,0.435662708427145,-17.9856715649884,6.65432403255854e-40,2.15281163597715e-37,80.2193747707936,"Down"
"205507_at",-1.67057485806033,0.0818182825793064,-17.9545569189145,7.98991536222488e-40,2.56969777899791e-37,80.0378061756227,"Down"
"230585_at",-3.05723179952126,0.32008616859751,-17.9303727738387,9.21127726807294e-40,2.94518470544964e-37,79.8966017577332,"Down"
"205407_at",-1.97927639749625,0.133625304589908,-17.9284828979741,9.31426784211784e-40,2.96079996667321e-37,79.8855644133998,"Down"
"228770_at",-1.93821919645918,0.128508884343483,-17.9264212068156,9.42793985267936e-40,2.97961047078176e-37,79.8735231474145,"Down"
"212071_s_at",-1.40318999022854,0.0540657784249671,-17.9235246927815,9.58999548194761e-40,3.0134080630775e-37,79.8566052731952,"Down"
"217781_s_at",-1.1804059087451,0.0405853273509615,-17.9182902263653,9.88997852651281e-40,3.08991186249764e-37,79.8260294607302,"Down"
"225817_at",-2.28458423375973,0.123013002285914,-17.9126276208816,1.02251095941108e-39,3.17646515373867e-37,79.7929491665964,"Down"
"201432_at",-1.46222838297553,0.0971365974836045,-17.9046496665456,1.07166967883828e-39,3.31036947403857e-37,79.7463364953761,"Down"
"222036_s_at",2.41515247563356,-0.139179731731016,17.8727065702899,1.29343521674107e-39,3.95774520497995e-37,79.5596284452121,"Up"
"228548_at",-1.89988055869486,0.107130540700978,-17.8724065709696,1.29572270999801e-39,3.95774520497995e-37,79.5578743775933,"Down"
"212141_at",2.08848048651202,-0.149401268200238,17.8640070603326,1.3614433994848e-39,4.13538432593509e-37,79.5087589664524,"Up"
"214710_s_at",3.29507929886331,-0.167428164017012,17.8551668964982,1.43422797170536e-39,4.33239858303814e-37,79.4570579762529,"Up"
"225369_at",-2.08495833669532,0.146156559618754,-17.8503049944287,1.47590905723118e-39,4.43380921451181e-37,79.4286196439421,"Down"
"209408_at",2.80277153157102,-0.167137914512369,17.8371035527572,1.59531884768351e-39,4.76634196705441e-37,79.3513876072911,"Up"
"220244_at",-2.84548038854557,0.204812754523463,-17.8340365002607,1.62442095681877e-39,4.82691390293838e-37,79.3334416046358,"Down"
"235489_at",-2.30142556374391,0.162928621787845,-17.825267465095,1.71059925539483e-39,5.05551428587633e-37,79.2821259933241,"Down"
"223395_at",-2.71214921007336,0.262627864273874,-17.8158879087555,1.80786173783341e-39,5.31423873742159e-37,79.2272277543545,"Down"
"217177_s_at",-1.87489081853615,0.0847682438941486,-17.8055748764633,1.92122143953046e-39,5.61726108055229e-37,79.1668540926638,"Down"
"217398_x_at",1.36137698799586,-0.0898007039834813,17.80363100127,1.94337397402639e-39,5.65180702286665e-37,79.1554730408366,"Up"
"223381_at",3.21833125801888,-0.189619778326266,17.7990845754971,1.99619118886957e-39,5.77469593922984e-37,79.1288527915299,"Up"
"235427_at",-2.12634483406913,0.126540641367562,-17.7845402601312,2.17502654497994e-39,6.25892507088307e-37,79.0436767257566,"Down"
"217871_s_at",1.6804448742324,-0.114220997821335,17.7586822899363,2.53360217908333e-39,7.22778131639691e-37,78.8921837057339,"Up"
"229369_at",-1.14041083759153,0.0431327829410339,-17.7583784189396,2.53815091494871e-39,7.22778131639691e-37,78.8904029682315,"Down"
"227848_at",-3.57075199250141,0.421004443377137,-17.745558625105,2.73770723283634e-39,7.75565507540553e-37,78.8152669722319,"Down"
"215039_at",-1.83028849137089,0.140113359205046,-17.7432880967149,2.77465772973992e-39,7.81981501925414e-37,78.8019575651783,"Down"
"203362_s_at",3.0544966978038,-0.171985064123028,17.7329695398734,2.94898767853934e-39,8.26850776021223e-37,78.7414646210415,"Up"
"223311_s_at",1.37586860598624,-0.0863926139571417,17.7199607146014,3.18451733669449e-39,8.85279058169925e-37,78.6651823164757,"Up"
"206311_s_at",-3.20209749224431,0.273937209782832,-17.7196824098777,3.18975719175995e-39,8.85279058169925e-37,78.663550154715,"Down"
"230867_at",-3.21503153530817,0.3281705192583,-17.7144712403795,3.28948496271964e-39,9.083464158419e-37,78.6329867794423,"Down"
"225602_at",-1.82085261416289,0.159946191679734,-17.7132193382377,3.31390539873185e-39,9.1049134510384e-37,78.6256439379791,"Down"
"208634_s_at",-1.32991121984704,0.0585752615748274,-17.7109750741708,3.35813970584331e-39,9.18031442084914e-37,78.6124800953782,"Down"
"32625_at",-1.84797668854949,0.0676277011305473,-17.7096534107753,3.38446625949315e-39,9.20625337003919e-37,78.604727540687,"Down"
"218009_s_at",2.88189072206712,-0.158858926925049,17.7036229565635,3.50724105263879e-39,9.49299032440722e-37,78.5693518084777,"Up"
"227419_x_at",-2.45502280562882,0.167061905716716,-17.6952972756626,3.68412225939705e-39,9.92262977992778e-37,78.5205049620917,"Down"
"222608_s_at",3.76859466516587,-0.168116614536571,17.6943482684345,3.70484413754813e-39,9.92952711864922e-37,78.514936620005,"Up"
"213247_at",-1.7932263454737,0.109807779485413,-17.6927817231898,3.73930630016795e-39,9.97300351032597e-37,78.5057446187988,"Down"
"215059_at",-3.00923358074238,0.324974182525723,-17.6913151290496,3.77186108851992e-39,1.00109953890693e-36,78.4971388430198,"Down"
"204092_s_at",2.43501174823449,-0.147474083731755,17.6610646973909,4.51055700671892e-39,1.19137538329641e-36,78.3195781010396,"Up"
"200878_at",-1.95060509332585,0.137678182436349,-17.6497259197453,4.82343622870208e-39,1.2678912298283e-36,78.252995804791,"Down"
"226985_at",-1.89435442371652,0.114288061488536,-17.6483230345036,4.86363110730783e-39,1.27233986024907e-36,78.2447569114702,"Down"
"37892_at",5.02711522252795,-0.319167879466387,17.6468699525708,4.90561853427422e-39,1.27721282553068e-36,78.2362229833588,"Up"
"225372_at",-1.27485673262139,0.0617769384479783,-17.6446246831451,4.97121277596064e-39,1.28815667547701e-36,78.2230360727166,"Down"
"210762_s_at",-2.44872391227184,0.199557384554939,-17.6222339466149,5.67547884153306e-39,1.4609684243706e-36,78.0914991617453,"Down"
"218736_s_at",-2.19398790769007,0.167002626621425,-17.6217557559355,5.69156423211591e-39,1.4609684243706e-36,78.0886893486395,"Down"
"202095_s_at",3.24053949683687,-0.171871430843483,17.5985161746125,6.53100111809545e-39,1.66860974827976e-36,77.9521036719733,"Up"
"206283_s_at",-1.99240770756884,0.0962185974263642,-17.5965798792805,6.60631227099837e-39,1.6800005740318e-36,77.9407207154942,"Down"
"238297_at",-2.585633895547,0.161548731386341,-17.5736005603579,7.56948446137061e-39,1.91602575428443e-36,77.8055987384337,"Down"
"201897_s_at",1.93439829685941,-0.115812334064061,17.5678853790107,7.83016394712304e-39,1.97287656133158e-36,77.7719832002224,"Up"
"205609_at",-2.39251352018618,0.172762222136958,-17.5597729667648,8.21572647943423e-39,2.06052681313333e-36,77.724261225008,"Down"
"208981_at",-1.69360475747024,0.143941941581608,-17.5450141054422,8.96669074700353e-39,2.23860190224848e-36,77.637421654336,"Down"
"232404_at",-1.68755828446693,0.0809088538167735,-17.5314356306516,9.7182873808608e-39,2.41521528431165e-36,77.5575053994593,"Down"
"225079_at",-2.30167089181655,0.163349040282257,-17.5202156601727,1.0386808907544e-38,2.56967772407225e-36,77.4914542880871,"Down"
"219213_at",-1.88539970461717,0.122655391235248,-17.5167627652823,1.0601684666893e-38,2.61102301424494e-36,77.4711244734796,"Down"
"219719_at",-1.93061283263461,0.129737097496672,-17.5035603757741,1.14652166627308e-38,2.80141612255037e-36,77.3933794653546,"Down"
"203764_at",3.54258955819558,-0.190819973229701,17.5033839188357,1.14772238034071e-38,2.80141612255037e-36,77.3923402277886,"Up"
"228268_at",-3.2819169617316,0.297351955270669,-17.49827761549,1.18302043037737e-38,2.87473964581702e-36,77.3622652817218,"Down"
"208982_at",-1.78428590988515,0.147354225967291,-17.4771859560208,1.34073895524745e-38,3.24357975124578e-36,77.2380088885673,"Down"
"206868_at",-1.11031405739484,0.050575971675789,-17.4761314074757,1.34915642520836e-38,3.24956509023202e-36,77.2317949457466,"Down"
"238018_at",-2.94889313057705,0.177169633040804,-17.4696492007356,1.40207501972468e-38,3.35747571993321e-36,77.1935956754181,"Down"
"204343_at",-2.50290160698971,0.239553902076512,-17.4691494322232,1.40624040213023e-38,3.35747571993321e-36,77.1906503704864,"Down"
"219440_at",-1.96818693172489,0.132953657834936,-17.4581576301248,1.50105865657865e-38,3.56827748036687e-36,77.1258648006182,"Down"
"1555497_a_at",-3.62206234104767,0.371952922331854,-17.4392278259176,1.67963356425473e-38,3.97549632578474e-36,77.0142606412308,"Down"
"206159_at",-2.86487183025959,0.173788269587032,-17.437034626385,1.70165522375584e-38,4.0102585930539e-36,77.0013276060049,"Down"
"1568596_a_at",1.69033266874631,-0.132799091615344,17.4360219672244,1.71192073071104e-38,4.01713587775219e-36,76.9953558924677,"Up"
"202524_s_at",-2.24778754672398,0.110874748517916,-17.4270367012622,1.80577093452083e-38,4.21925324123617e-36,76.9423641451284,"Down"
"221667_s_at",-2.25238434531823,0.163159837406969,-17.4237631362342,1.84123126959041e-38,4.28380083680236e-36,76.9230556112154,"Down"
"201577_at",1.92976956208399,-0.105079361313034,17.3992648559766,2.12975426457427e-38,4.93408111930501e-36,76.7785184975011,"Up"
"208438_s_at",-2.02197096662044,0.157208270992316,-17.3942375689025,2.19435395517231e-38,5.06229124468549e-36,76.7488496918837,"Down"
"228665_at",-1.88077708306445,0.137550673357865,-17.3819239643993,2.36100850006929e-38,5.42387141770118e-36,76.6761682586687,"Down"
"221718_s_at",-1.27249519084291,0.0872474242568212,-17.3657525481765,2.59931849603234e-38,5.94634890253422e-36,76.5806900384482,"Down"
"208944_at",-1.72853920731407,0.144382122174679,-17.3551626882369,2.76830637098912e-38,6.30654795140959e-36,76.5181501412038,"Down"
"227131_at",-1.03004783859779,0.0486721092206197,-17.3467461089074,2.91044138170349e-38,6.60283744998499e-36,76.4684358690151,"Down"
"204962_s_at",3.10169492683377,-0.192886562596277,17.3397440204879,3.03425264979137e-38,6.85527948873319e-36,76.4270705199264,"Up"
"209613_s_at",-4.77937968170494,0.554491751724975,-17.3127990744505,3.56202913280784e-38,7.98171896869954e-36,76.2678399933596,"Down"
"1556325_at",-2.53719454925313,0.188928849199581,-17.3084941448181,3.65449881265634e-38,8.15549888089737e-36,76.2423925777553,"Down"
"1560049_at",-2.44357581808247,0.166015481956525,-17.301156469151,3.81769622343836e-38,8.47979808042374e-36,76.199013132805,"Down"
"AFFX-HUMGAPDH/M33197_M_at",1.512672611807,-0.0999542943766848,17.3005793897044,3.83083699289376e-38,8.47979808042374e-36,76.1956012539479,"Up"
"1555800_at",-3.44235040115372,0.291617405425912,-17.2972852599348,3.90672161163905e-38,8.61290339178892e-36,76.176124588783,"Down"
"233392_at",-2.15196833311877,0.124360271094428,-17.2915020948446,4.04361026133135e-38,8.87889120635708e-36,76.1419284752507,"Down"
"208079_s_at",2.6803070556112,-0.152582594127096,17.280162412184,4.32614840339328e-38,9.46128655822111e-36,76.0748655787996,"Up"
"205339_at",2.1533545553467,-0.139993619708703,17.2731619125845,4.51037374706685e-38,9.8248878335012e-36,76.0334574491337,"Up"
"209493_at",-2.8898123700604,0.174564887106386,-17.236523308399,5.61098465948579e-38,1.21738327879915e-35,75.8166500854796,"Down"
"221748_s_at",-2.07519297439038,0.155037241278887,-17.2228597076387,6.08722055954369e-38,1.31548926518993e-35,75.7357580768867,"Down"
"238178_at",-2.60216479302513,0.125698744647272,-17.2221782323556,6.11200715746093e-38,1.31564563517392e-35,75.7317230259844,"Down"
"203755_at",2.98829538610617,-0.159726692002466,17.2137519848225,6.42698266376111e-38,1.37802069467113e-35,75.6818265120055,"Up"
"229019_at",-3.01223289797045,0.276966613464374,-17.2080406062862,6.64968448018928e-38,1.42020116779042e-35,75.6480017720006,"Down"
"239587_at",-1.9841039332152,0.15608851672062,-17.1889889927814,7.45007637427879e-38,1.58191833067194e-35,75.5351454395035,"Down"
"228850_s_at",-2.25213413106934,0.134877777672173,-17.188659332836,7.46474493485798e-38,1.58191833067194e-35,75.5331922739744,"Down"
"213715_s_at",-2.05420901357188,0.107564736052597,-17.178034423917,7.95334935551782e-38,1.67895511974107e-35,75.4702354923664,"Down"
"221636_s_at",-1.29509539604803,0.0866639924381575,-17.1758690089592,8.0567987988263e-38,1.69425182433011e-35,75.4574030214422,"Down"
"229172_at",-1.82422907721379,0.0882349336691732,-17.1735755872241,8.16783573840913e-38,1.7110207624426e-35,75.4438114038306,"Down"
"228728_at",-1.83404373335301,0.12452813341942,-17.1687518265065,8.40641535033249e-38,1.75427770717339e-35,75.4152222166198,"Down"
"226673_at",-1.69260085471368,0.105060731302227,-17.1482637794053,9.50016047592323e-38,1.97498583277986e-35,75.2937661981754,"Down"
"238061_at",-1.46317262673983,0.0548727906353961,-17.1027874799011,1.24655031027606e-37,2.5816340232706e-35,75.0240110030958,"Down"
"234996_at",-2.29520627778274,0.166358280514012,-17.0919238805772,1.33017136570555e-37,2.74441960075287e-35,74.9595369250087,"Down"
"209714_s_at",3.00707598691513,-0.157266599785503,17.0804613112362,1.42451193793568e-37,2.92801466942229e-35,74.8914939979126,"Up"
"209612_s_at",-4.71759424847023,0.543342347510807,-17.0653505736262,1.55921209842666e-37,3.19288095436246e-35,74.8017731887539,"Down"
"217757_at",-1.57284303080059,0.150170536887821,-17.0564443000437,1.64451467276875e-37,3.35499401991161e-35,74.7488800090063,"Down"
"222304_x_at",-1.62923351667688,0.0784744985479536,-17.02976773992,1.92906955357816e-37,3.92088765211472e-35,74.59039958758,"Down"
"221272_s_at",-1.68664908831168,0.0490272453422502,-17.0099948866338,2.17141339940014e-37,4.38088662775656e-35,74.472882699503,"Down"
"239349_at",-2.79065494232524,0.162884618348044,-16.9878228499257,2.47967586584578e-37,4.98442198401169e-35,74.3410560316067,"Down"
"209447_at",-1.83271488908345,0.146789578226866,-16.984229870066,2.5336093110691e-37,5.07417908727851e-35,74.3196884826545,"Down"
"230135_at",-3.33456043767395,0.296861693421557,-16.9833656656224,2.54675627700083e-37,5.0818941403292e-35,74.3145488262294,"Down"
"205382_s_at",-2.46479524846967,0.213604742043187,-16.9783949205371,2.62371489323168e-37,5.21642224681608e-35,74.2849848934173,"Down"
"204811_s_at",-2.93201214310418,0.277729462656681,-16.9658305100611,2.82880279578997e-37,5.60379684274699e-35,74.210245035936,"Down"
"235306_at",-2.4795842432339,0.217416315225592,-16.958342651971,2.95859593064156e-37,5.83873687883325e-35,74.1656951009279,"Down"
"226022_at",-1.68909283658242,0.0813358718703156,-16.9577703313503,2.96875876052244e-37,5.83873687883325e-35,74.1622897590381,"Down"
"202503_s_at",3.15536737330865,-0.144883325729126,16.9556397218956,3.00690125331629e-37,5.89255648835369e-35,74.1496121937516,"Up"
